#,App Name,App Link,Rating,Downloads,Version,Released,Last Updated,Developer Name,Developer Email,Developer Website,About the Developer / Address,About the App / Description
99,"КИОН – фильмы, сериалы и тв",https://play.google.com/store/apps/details?id=ru.mts.mtstv,3.7821782,"10,000,000+",Varies with device,"Jan 11, 2020","Jun 19, 2026",MTS Pjsc,app@kion.ru,https://kion.ru/,,"Welcome to the KION online cinema. We produce and screen original series and films that become hits. Only we have the series ""Life on Call"" with Pavel Priluchny, ""Sixteen +"" with popular tracks by AIGEL, Zoloto, Dora, and even a documentary about Pavel Durov. You can also enjoy top-rated foreign and domestic films, TV shows, cartoons, Turkish series, and exclusive premieres. With KION, you'll have an online cinema that will make everyday life more enjoyable. Here you can: - Download movies for the road - on a plane or train; - Watch cartoons online and offline - a great way to keep your child occupied in a place without a network; - Watch TV series online in high quality - if you don't have enough space on your device to download series; - Discover new TV shows - with access to cable TV channels. Still unsure about installing KION? Let us explain in more detail why you should choose our app for movies and TV shows. Large Catalog of Movies and TV Shows Our catalog is constantly expanding: new foreign films, cartoons for all ages, and Russian series and movies are released monthly. In thematic selections, you'll find Turkish series, anime, documentaries, and popular comedies. With our app, you can watch Korean, Chinese, and Turkish series in Russian. Every first of the month, new KION Originals are released, available exclusively on our platform. Smart Recommendation System Now choosing a movie for the evening is our problem. To find new movies and TV shows, our smart recommendation system takes into account previous viewings, ratings, and interests. Online TV and Program Guide They say television is a thing of the past, but we disagree. At KION, you'll find a TV theater with a variety of content just as diverse as what you'll find on our website. Free TV is available even without a subscription – on 21 channels, and with a subscription you get access to over 200 TV channels. Choose programs to suit every taste: entertainment, educational, sports, music, and children's. Keep track of your favorite shows with our online TV guide. With our app, you can watch TV online, anytime, anywhere. Cartoons for Kids Use a separate profile for children – nothing extra, just their favorite cartoons. Our library offers cartoons for children (just search for ""online cartoons in the app,"" ""offline cartoons,"" ""cartoons without internet,"" and ""cartoons on TV."" Children's TV channels can be selected in advance; the TV schedule is available online and on the website at any time. Offline Movies In our app, you can watch movies even without an internet connection. For example, you can download your favorite series in advance or watch movies offline for free (or with a subscription). Watch on any device KION isn't just a movie theater on your phone, but also an app for your smart TV and a website. Enjoyable company, a comfortable sofa, and HD movies—what could be better? Privileged Subscription By downloading KION, you get not just an app for watching movies, but also access to the benefits of the MTS ecosystem. You don't even need to be a network subscriber. With KION+Premium, you can read books, listen to music, receive cashback at supermarkets, discounts on car sharing, and even free internet access. Start on Urent scooters."
100,Paramount+,https://play.google.com/store/apps/details?id=com.cbs.ott,2.5294437,"10,000,000+",16.14.0,"Sep 14, 2015","Jun 9, 2026","CBS Interactive, Inc.",androidtv-feedback@paramountplus.com,http://www.paramountplus.com,,"Stream exclusive originals, blockbuster movies, live sports like NFL on CBS, UFC, and UEFA Champions League, all of SHOWTIME® (Premium plan only), and favorites from CBS, Nickelodeon, Comedy Central, BET, MTV, VH1, and more. - Watch full episodes on demand from hit series like Survivor, South Park, SpongeBob SquarePants and more! - Obsess over originals. Watch subscriber-only originals such as Landman, 1923 and Star Trek: Strange New Worlds. - Stream UFC live and on demand. Catch all Numbered Events and Fight Nights, plus a huge library of iconic fights and finishes. - Make every night a movie night with blockbuster hits and fan-favorite films from Paramount Pictures, MGM and more. - Access live streams with around-the-clock news coverage on CBS News 24/7, scores + highlights on CBS Sports HQ and entertainment news on Mixible, plus 20 live channels of curated favorites. - Create up to 6 individual profiles for each member of your household. Have kids? Use our Kids Mode profile feature. - Save your faves with our watchlist feature, My List. Get even MORE on the Premium plan: - Watch ad-free* shows and movies. - Stream your local CBS station live. - Catch the best in live events including March Madness®, The Masters Tournament, The GRAMMYs and more. - Stream all of SHOWTIME, including SHOWTIME East and West live. Sign up for Paramount+ now. See prmntpl.us/SubscriptionPlans for more details on plans and pricing. Download the app to get started. *Plans include trailers & sponsorship or similar. Live TV has ads. Content availability subject to change. Please note use of the Paramount+ app is limited to the United States. Paramount+ promotional offers for new subscribers only. Live TV subject to availability. Prices shown are in U.S. dollars. Other restrictions apply. Your subscription will automatically renew after any applicable promotional period and your Apple ID account will be charged the subscription price on a recurring basis until you cancel. You can cancel your subscription at any time through your Apple ID account settings. If you cancel your subscription, the cancellation will go into effect at the end of your current subscription period, as applicable. You will have continued access to the Paramount+ Service for the remainder of your paid subscription period. Please note: This app features Nielsen’s proprietary measurement software which will allow you to contribute to market research, like Nielsen’s TV Ratings. Please visit http://www.nielsen.com/digitalprivacy for more information. Paramount+ Terms of Use: https://pplus.legal/terms Paramount Privacy Policy: https://privacy.paramount.com/policy Children’s Privacy Policy: https://privacy.paramount.com/childrens Additional Privacy Rights: https://privacy.paramount.com/en/policy#additional-information-us-states Do Not Sell My Personal Information: https://privacy.paramount.com/app-donotsell"
101,"VTV Go - TV Mọi nơi, Mọi lúc",https://play.google.com/store/apps/details?id=vn.vtv.vtvgo,3.3960395,"10,000,000+",12.6.9-vtvgo,"Jan 19, 2016","Jun 10, 2026",VTV Digital Center,vietnamtelevisiondigitalcenter@gmail.com,http://vtvgo.vn,,"VTV Go is Vietnam's national digital (online) television platform VTVGo is developed and managed by the Digital Content Development and Production Center, Vietnam Television (VTV Digital). VTVGo application provides online content anytime, anywhere on any device, allowing millions of viewers to watch TV channels, broadcasted programs, on-demand videos of various genres: prestigious news - updates, attractive TV drama series, entertainment programs, sports, education – kids content.. With a friendly interface, VTVGo allows viewers to search and enjoy their favorite channels and programs simply and quickly. The main functions of VTV Go include: 1. Providing online TV channels: • Channel package of Vietnam Television, 07 national essential TV channels and television channels of provinces and cities across the country. • Time shifted TV programs up to 6 months • Schedule to watch future TV programs up to 7 days based on EPG 2. Digital channels: • Exclusive digital channel store produced by VTV 3. Video on demand: • Thousands of hours of VTV's most popular movies and TV series. • Warehouse of diverse programs: News, Entertainment, Sports, Travel, Food, Education, Kids, Lifestyle .. Compatible: • Mobile devices running Android and iOS operating systems • Smart TV with internet connection running Android TV, Tizen, WebOS Contact: Center for Digital Content Development and Production, Vietnam Television (VTV Digital) Address: 43 Nguyen Chi Thanh, Ba Dinh, Hanoi, Vietnam. Email: vtvdigital@vtv.vn Website: http://vtvgo.vn Facebook: https://www.facebook.com/vtvgovietnam/"
102,Fandango - Buy Movie Tickets,https://play.google.com/store/apps/details?id=com.fandango,4.6878753,"10,000,000+",17.0.1,,"Jun 12, 2026",Fandango,androidappcomments@fandango.com,http://www.fandango.com/,,"Fandango is your #1 movie app to skip the line and watch new movies as soon as they hit theaters. Find showtimes and movie tickets at a cinema near you when you reserve in app. Browse new movies and buy tickets as soon as they release on the movie app with over 2 million 5-Star Reviews. Seamlessly plan your next movie night with the easiest way to hit the theaters – Fandango. Discover the newest movie trailers, Rotten Tomatoes® scores, showtimes, and available seating options at countless cinemas nationwide. Fandango brings the best of movie apps to your fingertips, letting you save your preferred movie theater, buy last minute tickets, and enjoy reserved seating – all in one. Watch films confidently with up to date Rotten Tomatoes® scores to see what others are saying before you buy your movie ticket. Find the latest movies, secure your tickets, and hit concessions with the help of Fandango. Secure your mobile ticket for the next theater release with Fandango. Download today to earn rewards, find new movies, and make the most of your cinema experience. FANDANGO APP FEATURES THE BEST OF MOVIE APPS - Browse new movies, Rotten Tomatoes® scores, and get FanAlert notifications for movies you want to catch. - Watch movie trailers for upcoming films and buy movie tickets as soon as they release. - Search showtimes for the movies you want with the ‘In Theaters Today’ filter. - Watch movies with reserved seating for the best spots in the movie theater. BUY MOVIE TICKETS & MORE - Check available seats at your preferred cinema with Seat Map Preview - Watch films while avoiding the box office line with Fandango. - Access your favorite theater seamlessly with your mobile ticket. - Buy tickets and split payments with friends easily with PayPal or Venmo. No more IOUs. FREE FANDANGO ACCOUNT - Enjoy a movie app that’s free, fast, and convenient. - Access all the best features you come to expect from movie apps. Save your favorite movies, preferred movie theater, payment info, and theater rewards account information. - Earn rewards on every movie ticket purchase. EARN REWARDS IN-APP & IN THEATERS - Earn rewards every time you visit cinemas with both Fandango FanRewards Points and movie theater points. - For every 4 tickets, get a $5 reward toward Fandango movie tickets or Vudu on demand streaming. - Earn rewards with your favorite cinema reward programs like AMC Stubs, Regal Crown Club, Cinemark Movie Rewards, and more! HASSLE FREE CINEMA APP - Buy tickets confidently with online refunds and exchanges. - Easily refund or exchange your movie tickets before the theater deadline. - Manage any mobile ticket issue easily with self-service refunds. Download Fandango today and enjoy new movies for a seamless cinema experience. See showtimes, buy tickets, reserve your seats, and earn rewards – all in one easy to use movie app. Fandango’s partners are the nation’s leading exhibitors, including AMC Theatres, Regal Cinemas, Cinemark, Marcus Theatres, Harkins Theatres, and many other innovative theater chains and independent cinemas. Together, these exhibitors represent more than ninety percent of the nation's theaters with online ticketing capabilities. By downloading, installing & using this App, you agree to Fandango's Privacy Policy (https://www.versantprivacy.com/privacy) and Terms and Policies (https://www.fandango.com/policies/terms-and-policies). Ad Choices: https://www.versantprivacy.com/privacy/cookies#accordionheader3 Your Privacy Choices: https://www.versantprivacy.com/privacy/notrtoo CA Notice: https://www.versantprivacy.com/privacy/california-consumer-privacy-act Thanks for using our app! For customer support, please visit: https://www.fandango.com/help"
103,aha - 100% Local Entertainment,https://play.google.com/store/apps/details?id=ahaflix.tv,4.270769,"10,000,000+",Varies with device,"Dec 21, 2019","Jun 7, 2026",Arha Media & Broadcasting Private Limited,support@aha.video,https://www.aha.video/,,"Love Telugu or Tamil entertainment? Whether you're living in the US, UK, UAE, Australia, Canada or anywhere else around the world – aha brings home closer to you with a simple Aha login and an active Aha subscription. Download now and watch the latest Telugu and Tamil movies, trending web series, and exclusive shows – anytime, anywhere, worldwide. From blockbuster Telugu action films to heartfelt Tamil dramas, from laugh-out-loud comedies to edge-of-the-seat thrillers and horror flicks – aha has something for every mood and every member of your family. You can watch your favorite stars like Balakrishna, Allu Arjun, Samantha, Prabhas, Vijay, Dhanush, Nayanthara, Keerthy Suresh, and more – all on one platform. Enjoy a complete family viewing experience with a curated kids section, fun game shows like Sarkaar, reality hits like Telugu Indian Idol, and even celebrity talk shows like Unstoppable with NBK – hosted by Balakrishna himself. Plus, explore handpicked originals, viral web series, and world digital premieres made just for Telugu and Tamil audiences. If you miss the feeling of home, or just want to stay connected to your roots through great storytelling – aha is the app for you. Download now and start watching!"
104,TV 2 Play,https://play.google.com/store/apps/details?id=no.tv2.sumo,2.925,"1,000,000+",Varies with device,"Oct 30, 2017","Jun 2, 2026",TV 2 AS,play@tv2.no,https://play.tv2.no,,"Watch TV 2's channels, sports, movies and series whenever and wherever you want! - Large selection of Norwegian, Nordic and international series and programmes - Big films for the whole family for sale and to rent, straight from the cinema - All TV 2's channels - Always updated with news and documentaries - Football matches, e-sports, handball, cycling and other live sports - Download selected content and watch offline - Create safe child profiles for the little ones The service requires a subscription. Our terms of use: https://play.tv2.no/tac/ TV 2 Sumo has changed its name to TV 2 Play."
105,OSN+,https://play.google.com/store/apps/details?id=com.osn.go,4.148289,"10,000,000+",Varies with device,"Mar 28, 2015","Jun 18, 2026",Anghami Technologies,help@osnplus.com,https://osnplus.com,,"OSN+ is your go-to premium destination for streaming movies, series, Hollywood movies, Arabic movies, and more across 22 countries. Explore the latest movies, series and documentaries from giants like HBO, Paramount, Universal, Discovery+ along with OSN+ Originals, and many more. Whether you're keen on Arabic series, Turkish series, Hollywood blockbusters, DC Universe hits, or HBO Exclusive shows OSN+ has your entertainment appetite covered. Watch movies or watch series with Arabic dubbing and subtitling to suit your preference. Stream movies and shows from a collection featuring over 10,000 hours of premium content tailored for every family member. With OSN+, you're not just streaming, you can immerse yourself in the content and watch the movies and series you love, anytime, anywhere and on any device. • Stream exclusive, award-winning series. • Enjoy simultaneous US show releases. • Watch your favorite shows and movies in stunning 4K. • Create up to 5 profiles and stream on 5 devices. • Get personalised movie and series recommendations based on your preference. • Watch movies and shows with the kids using the dedicated KIDS mode, complete with parental controls. • Download and watch shows and movies offline. Classics on OSN+: Watch everyone's favorite HBO series like ""The Sopranos"", ""Game of Thrones"", ""House of the Dragon"", ""The Last of Us"" and much more. Trending on OSN+: Stream series like “The Gilded Age” Season 3 or “The Hunting Wives”, and movies like “Harry Potter” and ""Joker"". Make sure you don't miss the Turkish series: “One Love” and “Al Mushardoon”. Upcoming gems on OSN+: Don’t miss out on Hollywood movies like “Anora” and ""Wicked"", and upcoming hit series like “It: Welcome to Derry”, and others. With flexible subscription options, OSN+ allows you to stream movies, TV shows, and more online. No binding contracts or cancellation fees. For support, visit: https://help.osnplus.com/ For Terms & Conditions, visit: https://osnplus.com/terms To view our Privacy Policy, visit: https://osnplus.com/privacy"
106,The Criterion Channel,https://play.google.com/store/apps/details?id=com.criterionchannel,4.4842615,"100,000+",10.301.1,"Apr 8, 2019","Jun 18, 2026",The Criterion Collection,channelhelp@criterion.com,https://www.criterionchannel.com,,"A movie lover’s dream, the Criterion Channel offers classics and discoveries from around the world, thematically programmed with special features, on a streaming service brought to you by the Criterion Collection. With constantly refreshed selections of Hollywood, international, art-house, and independent movies, plus access to Criterion’s entire streaming library of more than 1,000 important classic and contemporary films, there’s something new to choose from every day of the week on the Criterion Channel. Start with Sunday Spotlights on directors, stars, genres, and themes; Tuesday’s Short + Feature; or the Friday double bill. Try out our 15-minute-a-month film school, Observations on Film Art, or choose from suggestions by friends like Barry Jenkins, Guillermo del Toro, or Mira Nair. Go deep with the Criterion Collection’s archive of special features for context that no other service can match. FEATURES - The Criterion Collection’s streaming library, including many complete editions released on Blu-ray and DVD, as well as unreleased titles - Ongoing programs of Hollywood, international, art-house, independent, documentary, and short films, including thematic programming, director and star retrospectives, and guest-curated series - Original Criterion Channel series such as Observations on Film Art, Adventures in Moviegoing, and Art-House America - Supplemental features to deepen your appreciation of the art of film, including audio commentaries, behind-the-scenes footage, scholarly analyses, introductions, new and archival interviews, and trailers To access all features and content you can subscribe to The Criterion Channel on a monthly or yearly basis with an auto-renewing subscription right inside the app.* Pricing can vary by region and will be confirmed before purchase in the app. In app subscriptions will automatically renew at the end of their cycle. * All payments will be paid through your Google Account and may be managed under Account Settings after the initial payment. Subscription payments will automatically renew unless deactivated at least 24-hours before the end of the current cycle. Your account will be charged for renewal at least 24-hours prior to the end of the current cycle. Any unused portion of your free trial will be forfeited upon payment. Cancellations are incurred by disabling auto-renewal. Terms of Service: https://www.criterionchannel.com/tos Privacy Policy: https://www.criterionchannel.com/privacy"
107,TrueID,https://play.google.com/store/apps/details?id=com.tdcm.trueidapp,4.5545454,"10,000,000+",3.59.0,"Apr 10, 2016","May 22, 2026",TRUE DIGITAL GROUP COMPANY LIMITED,TrueIDSupport@truedigital.com,https://www.trueid.net,,"TrueID The Next World-Class Smart Entertainment: Homepage: • Express your personality through stories, trending topics, and content updates based on your interests. Today: • Update daily trends, recommended content and exclusive privileges Watch: • Don’t miss a new kind of entertainment with TrueID Short Drama — trending vertical stories you’ll love. • Enjoy internationally popular series, movies, TV drama, and animation with Thai subtitles and dubbing. • Explore TrueID Original content, available only on TrueID. • Stream LiveTV online anytime, anywhere, with over 60 channels, including premium channels from TrueVisions. Privilege: • Exclusive offers for TrueYou customers: Redeem your favorite rewards using just 1 TruePoint. • Participate in activities and earn rewards for free. Explore: • Let you discover and enjoy new stories that perfectly match your interests. My Channel: • Create your own channel from your favorite content and privileges. If you encounter problems using the application, please call 1242"
108,SFR TV,https://play.google.com/store/apps/details?id=com.sfr.android.gen8,3.8481014,"1,000,000+",Varies with device,"Sep 1, 2020","May 28, 2026",SFR,support.android@sfr.com,https://www.sfr.fr,,"With SFR TV, find your favorite channels, their replays and a wide VOD offering on your mobile and tablet screens. (1) The application will also allow you to take advantage of your favorite features (live control, restart, TV Guide, etc.) SFR TV: To try it is to adopt it! FOR YOU: A personalized interface with programs just for you (RESUME READING, FAVORITES, RENTAL, PURCHASE, RECOMMENDATIONS) as well as the best news in the ""Featured"" section. TV: A complete TV GUIDE of all the LIVE channels in your subscription over 7 days allowing you to watch your programs (2). Do you have an obstacle? TV services such as adding to FAVORITES, PROGRAM ALERT, PROGRAMMING and REMOTE PLAYBACK of recordings will allow you not to miss anything (3). RESTART, ZAPPER: Our player allows you to resume your program from the beginning (4). You can also consult the MINI TV GUIDE without losing your program or zap directly from a numeric keypad. REPLAY VOD: A wide selection of personalized and recommended Replay, Video on Demand and Unlimited Pass content in High Video Quality, in streaming and download (5) - REPLAY: Never miss any program thanks to channel replay (6). - VOD: Access your Unlimited VOD Passes as well as VOD catalogs for rental or digital purchase. SEARCH: Quickly search for your favorite series, actors or films. MORE: Find in “My content”, the TV shows and series that you have added as “favorites”, your programs recorded, rented or purchased from your Box, your SFR TV mobile application, connected TV or Web. You can also personalize your interface using the settings (Dark theme, Notifications, Recommendations, etc.) Finally, SFR BOX 8 TV, Connect TV, Decoder Plus or SFR TV customers on connected TV, you will be able to RESUME playback between your TV and your SFR TV application without interruption. Any feedback to give us? They are welcome! Write to us from the application (More>Need help>Improve the application), if you notice any bugs. (1) Continuity of use between TV, mobile, tablet and Web screens for BOX TV 8, Connect TV, Décoder Plus and SFR TV subscribers for connected TVs. (2) For SFR mobile/tablet subscribers: SFR TV option available in compatible mobile offers For SFR Box customers with an active TV decoder: TV channels included or optional. For SFR Box customers without a TV option, access to more than 60 live channels. Visit your customer area to check if your offer is compatible. (3) Subject to having the digital hard drive option (option already included for SFR Box 8 customers). (4) Subject to the channels concerned having given their consent to SFR. (5) Access only to videos identified as available in multi-screen and/or download. Viewing a downloaded program offline is only possible if the program has been previously rented or included in a Pass to which you are subscribed. Rental/subscription requires a 3G/4G or WIFI connection. (6) For SFR customers without a TV option, the channels and their replay are not available. Details on www.sfr.fr."
109,"Toffee - TV, Sports & Movies",https://play.google.com/store/apps/details?id=com.banglalink.toffee,4.319113,"50,000,000+",9.1.2,"Nov 17, 2022","Jun 17, 2026",Banglalink,info@banglalink.net,https://toffeelive.com,,"🚀 Experience Ultimate Entertainment with Toffee! Download Toffee to enjoy a seamless streaming experience with access to live sports, TV channels, exclusive web series, movies, dramas, and music videos—all in one place! Whether you're on the go or at home, watch anytime, from any internet network in Bangladesh. 🔥 App Features: ✅ Live Sports Streaming – Watch high-voltage matches, cricket tournaments, and more. ✅ Exclusive Web Series & Movies – Access a vast collection of popular Bangladeshi & international content. ✅ Hassle-Free Viewing – Enjoy a smooth, uninterrupted streaming experience. ✅ Smarter Search & Discoverability – Explore content by genres, ratings, and release dates. ✅ Multi-Device Compatibility – Continue watching across mobile, web, and smart TVs. ✅ Content in Your Preferred Language – Subtitles & multiple audio options available. ✅ Ad-Free Experience (For Premium Users) – Upgrade for a seamless, uninterrupted experience. Toffee is only available in Bangladesh. 💜 Your entertainment, your way—download Toffee now!"
110,DRTV,https://play.google.com/store/apps/details?id=dk.dr.webplayer,2.8285713,"1,000,000+",4.39.0,"Jun 4, 2014","Jun 9, 2026",DR Digital,mobil@dr.dk,http://www.dr.dk,,"INFINITELY MUCH CONTENT Did you miss the Baking Contest, are the kids going on a trip with Motor Mille, or do you want to preview on DR’s latest drama series? With DR’s streaming service DRTV, there is plenty of entertainment, whatever you are for movies, TV series, news and current affairs or fascinating stories. And every day new programs are released that you can dive into. We always have lots of Danish content with something at heart - from strong drama series to in-depth documentaries and world-class children's programs. SEE ALL DR’S CHANNELS In the app you can watch Live TV from DR1, DR2 and Ramasjang from the tab ‘Live’. You can start a program at any time from one of DR’s channels DR1, DR2, DR3, Minisjang, Ramasjang and Ultra. TV GUIDE Just one click away you have DR’s TV guide at hand. You get an overview of all DR’s channels, what will be on TV today, tomorrow, and when your favorite program will be shown live. LOG-IN You can create your own login so that you get recommendations tailored to you. If you are logged in, DRTV will even remember how much you have watched of a program if you choose to stop along the way. Then you can start your favorite program at home in front of the computer - and watch on your mobile when you are on the go. TAKE DRTV ON HOLIDAY When you travel in an EEA country, you can now watch all content in the DRTV app. You must log in to DRTV and confirm with NemID that you have a Danish residence, then you are ready to stream DRTV's content. CHROMECAST & ANDROID TV If you prefer to watch the programs on a large screen, you can easily cast them to your TV via, for example, Chromecast or Android TV."
111,TV4 Play,https://play.google.com/store/apps/details?id=se.tv4.tv4playtab,2.75,"5,000,000+",Varies with device,"Oct 5, 2011","Jun 15, 2026",TV4 Media AB,feedback@tv4.se,https://www.tv4play.se/,,"With the new TV4 Play, you can stream Swedish and international films and series, news broadcasts, popular programs, channels and world-class sports. Log in with your free account to access TV4's classic range or with an upgraded account to get even more content. Welcome to Sweden's largest television service!"
112,hoichoi - Movies & Web Series,https://play.google.com/store/apps/details?id=com.viewlift.hoichoi,3.1398306,"10,000,000+",Varies with device,"May 26, 2017","Jun 14, 2026",Hoichoi Technologies Private Limited,support@hoichoi.tv,https://www.hoichoi.tv/,,"Download and watch the latest Bengali movies, original web series and TV shows, and discover immersive audio stories and audiobooks. At hoichoi, the on-demand streaming platform for Bengalis worldwide, we bring stories to every screen and every moment, from Kolkata to California, Murshidabad to Mumbai. Bengali content isn’t just for private binge-watching, it’s a proud flex. What to watch: 200+ original web series and 600+ movies across drama, thriller, comedy, romance, adventure, and more Detective favourites: Byomkesh, Feluda, Eken Babu, Gora, Kiriti, Shabor, plus cult Bangladeshi thrillers Blockbusters and classics: Prosenjit, Dev, Jeet, Abir, Parambrata, Mimi, Uttam Kumar, Soumitra Chatterjee, Suchitra Sen, Satyajit Ray, Rituparno Ghosh, Aparna Sen Critically acclaimed originals: Advocate Achinta Aich, Birangana, Dainee, Bhog, Lojja, Noshtoneer, Srikanto, Dakghor, Mandaar, Sampurna, Kalratri, Indu Listen on hoichoi FM: Stories you can plug into and carry with you. hoichoi FM brings together a growing collection of audio series and audiobooks, designed for listening anytime, anywhere, whether you’re commuting, unwinding, or multitasking. From thrill and mystery to humour, nostalgia, and timeless classics, explore audio stories including Risky Business, Buddhu Bhutum, Hridaypur-er Rohoshyo and audio books like Parineeta, Cheleder Ramayan, Cheleder Mahabharat, and many more. Press play and let Bengali storytelling unfold beyond the screen. Platform features: Stream seamlessly on any device and on web at www.hoichoi.tv Full HD streaming with English and Bengali subtitles Personalized watchlist and app available in English and Bengali hoichoi has grown from edgy to polished and proudly shareable, but our heart remains the same, stories that live, breathe, and shape today’s world. Explore your favorites and celebrate Bengali content like never before. Boldly Bengali. Privacy Policy – http://www.hoichoi.tv/privacy-policy Terms of Service – http://www.hoichoi.tv/tos"
113,"Kyivstar TV: HD movie, cartoon",https://play.google.com/store/apps/details?id=com.kyivstar.tv.mobile,4.12,"5,000,000+",1.24.0,"Dec 13, 2019","May 20, 2026",KYIVSTAR.TECH,apps@kyivstar.ua,https://tv.kyivstar.ua/ua/,,"Kyivstar TV is an interactive streaming TV service with content from Ukrainian and foreign TV channels in HD quality (not for all channels). A wide online library of movies, series, cartoons and shows is available to users! Benefits: - video library, which has more than 20 000 films, TV series, cartoons and shows without advertising; - more than 410 live TV online channels from all over the world, including 160+ in HD quality and 120+ exclusive channels from Kyivstar TV; - adult films (18+); - movies and cartoons for kids in a kids profile with parental controls; - Up to 5 devices can be connected to 1 account: smartphone, tablet, Smart TV, set-top box or computer; - live control functions: pause and rewind on more than 140 channels; - the opportunity to watch the broadcast in the last 7 days on more than 140 channels; - the opportunity to view any content as long as you have access to the Internet; - built-in TV program; - the ability to continue watching the film at any time from the moment where you stopped; - a system of recommendations for films, series and shows, which takes into account your preferences; - high image quality (up to 4k) and sound (5.1); - «Favourites» function – the ability to create your own playlist to your liking; - «Chromecast» for TV and large screens with Chromecast support; - the ability to choose the quality of the video; - the ability to filter content by genre, rating, country, year of release, audio track and subtitles; - consumption of mobile traffic for Kyivstar subscribers on a smartphone is equal to 0. Kyivstar TV is available to all mobile operators in Ukraine. To log in to the application, mobile subscribers need to enter their phone number, and Kyivstar «Home Internet» subscribers need to enter their personal account number and password. More details about tariffs and Kyivstar TV service – https://tv.kyivstar.ua/ua/tariffs"
114,MBC Shahid,https://play.google.com/store/apps/details?id=net.mbc.shahidTV,3.93,"10,000,000+",4.78.0,"Mar 23, 2020","Mar 24, 2026",MBC Group,customersupport@shahid.net,https://shahid.net,,"Welcome to MBC Shahid – Your Ultimate Entertainment Destination Dive into the world of endless entertainment with MBC Shahid, the leading platform for the best Arabic Originals, exclusive series, blockbuster movies, live TV, sports, and so much more. Whether you’re watching for free or subscribing to one of MBC Shahid’s packages, you’ll gain unlimited access to a world of premium content tailored just for you. Why Choose MBC Shahid? 1. Exclusive Arabic Originals Enjoy the finest Arabic Original productions available exclusively on MBC Shahid. From gripping dramas to captivating comedies, we bring you stories that resonate with your heart. 2. Live Sports in HD Catch the thrill of local and international sports and tournaments, all in stunning HD (available in MENA only). 3. Unmissable Live Events Stay entertained with iconic events like Riyadh Season, Jeddah Season, live concerts, and theatrical plays. 4. Ad-Free Streaming Enjoy uninterrupted, non-stop entertainment when you subscribe. Say goodbye to ads and hello to seamless viewing. 5. Live TV Channels Watch your favorite channels in crystal-clear Full HD and stay on top of the latest news, entertainment, and more. 6. Exclusive Movie & Series Premieres Be the first to watch the latest series and movies before they hit TV or cinemas. 7. A World of Genres From heart-pounding horror and thrilling dramas to laugh-out-loud comedies and enchanting romance, MBC Shahid’s vast library has something for everyone. Explore Egyptian classics, Turkish sensations, and captivating foreign series at your fingertips. 8. Family-Friendly Content Secure profiles and exclusive kids’ content ensure entertainment for all ages in a safe and dedicated environment. Features You’ll Love Create Personalized Profiles: Assign unique profiles to each family member for a tailored viewing experience. Build Your Watchlist: Save your favorite shows and movies for easy access anytime. Download & Watch Offline: Take your entertainment on the go by downloading content to watch without an internet connection. Why MBC Shahid is Perfect for You A constantly updated media library keeps you up-to-date with the latest blockbusters and trending series. Instant access to a global selection of TV favorites, tailored for you. Effortlessly browse curated categories for every mood and preference. Personalized recommendations and updates so you never miss a thing. Download the MBC Shahid app now and explore our unlimited benefits and perks. Immerse yourself in a world of award-winning movies, trending series, and captivating live events—all in ultimate quality and comfort. Once you start, you’ll be hooked. Enjoy access to the best movies, series, and live entertainment awaits—don’t miss out! Privacy Policy: https://www.mbc.net/en/privacy-policy Terms of Use: https://shahid.mbc.net/ar/terms-and-conditions"
115,START: онлайн-кинотеатр,https://play.google.com/store/apps/details?id=ru.start.androidmobile,3.85,"10,000,000+",Varies with device,"Oct 23, 2017","Jun 19, 2026",Start.Ru LLC,support@start.ru,https://start.ru,,"The START online cinema produces and broadcasts series that regularly top viewer ratings. START also offers a large library of films, series, and cartoons from the world's leading studios and 100+ online TV channels—all in a single subscription at no extra cost! START offers: — One subscription to the entire catalog; — Premieres of START-produced series and films; — A wide selection of films, series, and cartoons from major studios; — Access to your favorite movies on all devices, anywhere in the world; — 200+ TV channels, including popular ones (STS, Pyatnitsa!, TNT, Match TV, and many others), available for online viewing; — Additional behind-the-scenes footage; — Watch movies and TV series on any device; — Ultra HD 4K quality; — No ads at all; — Offline download and viewing functionality (you can download movies, TV series episodes, and cartoons); — Up to 5 separate user profiles, including a safe kids' mode without adult content for children; — 7 days free for new subscribers. A subscription to the START online cinema gives you the opportunity to watch the entire catalog, including new movies, exclusive TV series, and premieres. And all for the price of a couple of tickets to a regular cinema. What is a ""trial subscription""? All new users can watch START for the first 7 days free. If you cancel your subscription during these 7 days, auto-renewal will automatically turn off, including movies and TV series. If you don't cancel, your account will be charged the monthly subscription fee after the free trial period. Then your subscription will automatically renew every 30 days until you cancel it. Any questions? Contact us at support@start.ru"
